,Q1,Q2,Q3,Q4,Q5,Q6
8255,40-44,Man,United States of America,Master’s degree,Data Scientist,10-20 years
8256,30-34,Man,Italy,Master’s degree,Data Scientist,1-3 years
8257,35-39,Man,India,Master’s degree,Data Analyst,1-3 years
8258,25-29,Man,"Iran, Islamic Republic of...",Master’s degree,Student,3-5 years
8259,30-34,Man,India,Bachelor’s degree,Machine Learning Engineer,5-10 years
8260,40-44,Man,United States of America,Bachelor’s degree,Product Manager,5-10 years
8261,25-29,Man,Ukraine,Master’s degree,Data Analyst,3-5 years
8262,45-49,Man,Poland,Master’s degree,Software Engineer,20+ years
8263,30-34,Man,Indonesia,No formal education past high school,Machine Learning Engineer,I have never written code
8264,30-34,Man,India,Some college/university study without earning a bachelor’s degree,Data Scientist,1-3 years
8265,22-24,Man,Nigeria,Bachelor’s degree,Student,< 1 years
8266,25-29,Man,Sri Lanka,Bachelor’s degree,Software Engineer,5-10 years
8267,50-54,Man,Other,Master’s degree,Developer Relations/Advocacy,20+ years
8268,25-29,Man,Chile,Bachelor’s degree,Student,3-5 years
8269,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,5-10 years
8270,25-29,Man,South Korea,Some college/university study without earning a bachelor’s degree,Data Engineer,I have never written code
8271,18-21,Man,Philippines,Some college/university study without earning a bachelor’s degree,Student,3-5 years
8272,35-39,Man,Russia,Some college/university study without earning a bachelor’s degree,Currently not employed,< 1 years
8273,35-39,Man,Spain,Bachelor’s degree,Other,5-10 years
8274,40-44,Man,Ukraine,Bachelor’s degree,Business Analyst,I have never written code
8275,22-24,Man,Japan,Some college/university study without earning a bachelor’s degree,Other,< 1 years
8276,22-24,Man,Other,Master’s degree,Other,3-5 years
8277,22-24,Man,Taiwan,Master’s degree,Student,1-3 years
8278,18-21,Man,India,Bachelor’s degree,Student,1-3 years
8279,25-29,Man,Ukraine,Master’s degree,Software Engineer,10-20 years
8280,22-24,Man,India,Bachelor’s degree,Student,< 1 years
8281,45-49,Man,Brazil,Master’s degree,Student,1-3 years
8282,50-54,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Engineer,10-20 years
8283,22-24,Man,Japan,Master’s degree,Program/Project Manager,3-5 years
8284,22-24,Man,India,Some college/university study without earning a bachelor’s degree,Student,1-3 years
8285,30-34,Man,Canada,Some college/university study without earning a bachelor’s degree,Other,3-5 years
8286,60-69,Man,United States of America,Master’s degree,Currently not employed,10-20 years
8287,45-49,Man,Nigeria,Bachelor’s degree,Program/Project Manager,< 1 years
8288,22-24,Man,Taiwan,Master’s degree,Student,1-3 years
8289,25-29,Man,Ethiopia,Bachelor’s degree,Research Scientist,1-3 years
8290,30-34,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Software Engineer,5-10 years
8291,40-44,Woman,Portugal,Bachelor’s degree,Software Engineer,10-20 years
8292,25-29,Prefer not to say,India,I prefer not to answer,Currently not employed,< 1 years
8293,40-44,Woman,United States of America,Master’s degree,Research Scientist,3-5 years
8294,25-29,Man,Japan,Doctoral degree,Student,5-10 years
8295,25-29,Woman,Egypt,Master’s degree,Other,1-3 years
8296,40-44,Man,Indonesia,Professional doctorate,Data Scientist,10-20 years
8297,45-49,Man,Japan,Master’s degree,Software Engineer,10-20 years
8298,18-21,Man,India,Bachelor’s degree,Student,1-3 years
8299,22-24,Woman,India,Master’s degree,Student,< 1 years
8300,30-34,Man,Thailand,Bachelor’s degree,Other,5-10 years
8301,30-34,Man,United Arab Emirates,Bachelor’s degree,Data Analyst,1-3 years
8302,25-29,Man,China,Master’s degree,Currently not employed,1-3 years
8303,25-29,Man,India,Professional doctorate,Data Scientist,5-10 years
8304,22-24,Woman,Nigeria,Doctoral degree,Other,I have never written code
8305,35-39,Man,Poland,Master’s degree,Research Scientist,3-5 years
8306,22-24,Man,Russia,Master’s degree,Student,1-3 years
8307,30-34,Man,Turkey,Master’s degree,Data Scientist,5-10 years
8308,50-54,Prefer not to say,United States of America,Master’s degree,Data Scientist,10-20 years
8309,50-54,Man,Singapore,Bachelor’s degree,Currently not employed,5-10 years
8310,22-24,Man,India,Master’s degree,Business Analyst,I have never written code
8311,40-44,Man,Turkey,Bachelor’s degree,Data Scientist,10-20 years
8312,35-39,Man,India,Master’s degree,Program/Project Manager,3-5 years
8313,30-34,Woman,South Africa,Bachelor’s degree,Research Scientist,1-3 years
8314,18-21,Woman,India,Bachelor’s degree,Student,1-3 years
8315,35-39,Man,Germany,Master’s degree,Machine Learning Engineer,3-5 years
8316,18-21,Man,South Korea,Some college/university study without earning a bachelor’s degree,Student,< 1 years
8317,25-29,Man,Austria,Master’s degree,Product Manager,5-10 years
8318,22-24,Man,Kenya,Bachelor’s degree,Student,1-3 years
8319,30-34,Man,Iraq,Doctoral degree,Student,< 1 years
8320,18-21,Woman,India,Bachelor’s degree,Student,< 1 years
8321,30-34,Man,Indonesia,Bachelor’s degree,Data Analyst,5-10 years
8322,18-21,Man,Viet Nam,Bachelor’s degree,Student,3-5 years
8323,22-24,Woman,United States of America,Master’s degree,Student,5-10 years
8324,22-24,Woman,India,Master’s degree,Student,3-5 years
8325,50-54,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Other,20+ years
8326,40-44,Man,Germany,Doctoral degree,Data Scientist,20+ years
8327,22-24,Man,Italy,Master’s degree,Other,1-3 years
8328,35-39,Woman,"Iran, Islamic Republic of...",Master’s degree,Currently not employed,< 1 years
8329,25-29,Man,Chile,Bachelor’s degree,Student,1-3 years
8330,18-21,Man,India,Bachelor’s degree,Student,< 1 years
8331,40-44,Man,Portugal,Master’s degree,Data Scientist,5-10 years
8332,55-59,Man,United States of America,Bachelor’s degree,Data Scientist,20+ years
8333,35-39,Woman,United States of America,Doctoral degree,Data Scientist,1-3 years
8334,18-21,Man,India,Bachelor’s degree,Student,< 1 years
8335,18-21,Man,India,Bachelor’s degree,Data Scientist,< 1 years
8336,45-49,Man,Israel,Some college/university study without earning a bachelor’s degree,Currently not employed,1-3 years
8337,30-34,Man,South Korea,Doctoral degree,Student,5-10 years
8338,18-21,Man,India,Bachelor’s degree,Student,5-10 years
8339,22-24,Man,India,Bachelor’s degree,Data Scientist,< 1 years
8340,40-44,Man,Austria,Bachelor’s degree,Other,< 1 years
8341,22-24,Man,India,Master’s degree,Student,1-3 years
8342,30-34,Man,Other,Doctoral degree,Research Scientist,10-20 years
8343,18-21,Man,India,Bachelor’s degree,Student,< 1 years
8344,40-44,Woman,Nigeria,Doctoral degree,Currently not employed,< 1 years
8345,25-29,Man,United States of America,Master’s degree,Research Scientist,< 1 years
8346,18-21,Woman,Viet Nam,Some college/university study without earning a bachelor’s degree,Student,I have never written code
8347,50-54,Man,United States of America,Doctoral degree,Currently not employed,1-3 years
8348,40-44,Man,South Korea,Bachelor’s degree,Other,1-3 years
8349,45-49,Man,Canada,Doctoral degree,Data Scientist,10-20 years
8350,35-39,Man,India,Bachelor’s degree,Data Analyst,10-20 years
8351,30-34,Woman,Taiwan,Bachelor’s degree,Student,1-3 years
8352,40-44,Man,Brazil,Bachelor’s degree,Student,< 1 years
8353,45-49,Man,Bangladesh,I prefer not to answer,Business Analyst,3-5 years
8354,30-34,Man,Peru,Master’s degree,Data Analyst,1-3 years
8355,25-29,Man,India,Master’s degree,Data Scientist,5-10 years
8356,25-29,Man,India,Master’s degree,Data Scientist,5-10 years
8357,25-29,Man,Germany,Master’s degree,Data Scientist,10-20 years
8358,18-21,Man,India,Master’s degree,Currently not employed,3-5 years
8359,18-21,Man,India,Bachelor’s degree,Student,< 1 years
8360,30-34,Man,Belarus,Bachelor’s degree,Data Analyst,1-3 years
8361,60-69,Man,United States of America,Doctoral degree,Other,20+ years
8362,35-39,Man,Ukraine,Master’s degree,Data Scientist,10-20 years
8363,45-49,Man,Spain,Bachelor’s degree,Other,1-3 years
8364,18-21,Man,India,Bachelor’s degree,Student,< 1 years
8365,40-44,Man,Russia,Doctoral degree,Data Scientist,10-20 years
8366,25-29,Man,Japan,I prefer not to answer,Currently not employed,< 1 years
8367,22-24,Man,Bangladesh,Bachelor’s degree,Student,1-3 years
8368,18-21,Man,India,Bachelor’s degree,Student,3-5 years
8369,35-39,Woman,United States of America,Some college/university study without earning a bachelor’s degree,Other,I have never written code
8370,25-29,Man,China,Master’s degree,Currently not employed,1-3 years
8371,18-21,Man,Russia,Bachelor’s degree,Student,1-3 years
8372,18-21,Woman,India,Bachelor’s degree,Student,< 1 years
8373,40-44,Man,Canada,Master’s degree,Data Analyst,5-10 years
8374,22-24,Man,Taiwan,Master’s degree,Student,1-3 years
8375,35-39,Woman,India,Doctoral degree,Research Scientist,I have never written code
8376,18-21,Man,Egypt,Bachelor’s degree,Data Scientist,< 1 years
8377,30-34,Man,United States of America,Master’s degree,Machine Learning Engineer,10-20 years
8378,25-29,Man,Taiwan,Doctoral degree,Student,5-10 years
8379,30-34,Man,Nepal,Master’s degree,Software Engineer,1-3 years
8380,40-44,Man,India,Master’s degree,Data Scientist,5-10 years
8381,22-24,Man,Russia,Bachelor’s degree,Data Scientist,< 1 years
8382,25-29,Man,India,Bachelor’s degree,Other,< 1 years
8383,25-29,Man,Pakistan,Bachelor’s degree,Other,< 1 years
8384,18-21,Woman,Malaysia,Bachelor’s degree,Student,< 1 years
8385,25-29,Man,United States of America,Bachelor’s degree,Data Analyst,1-3 years
8386,30-34,Man,Israel,Doctoral degree,Research Scientist,5-10 years
8387,35-39,Woman,Pakistan,Master’s degree,Other,I have never written code
8388,18-21,Woman,India,Bachelor’s degree,Student,1-3 years
8389,18-21,Man,India,Bachelor’s degree,Machine Learning Engineer,3-5 years
8390,22-24,Man,Germany,Master’s degree,Student,5-10 years
8391,50-54,Woman,Other,I prefer not to answer,Currently not employed,5-10 years
8392,35-39,Man,United States of America,Master’s degree,Business Analyst,I have never written code
8393,22-24,Man,India,Master’s degree,Currently not employed,3-5 years
8394,25-29,Man,Brazil,Bachelor’s degree,Student,1-3 years
8395,18-21,Man,Turkey,Some college/university study without earning a bachelor’s degree,Currently not employed,1-3 years
8396,45-49,Woman,Other,Master’s degree,Data Scientist,1-3 years
8397,40-44,Man,Japan,Some college/university study without earning a bachelor’s degree,Software Engineer,5-10 years
8398,25-29,Man,Ecuador,Some college/university study without earning a bachelor’s degree,Statistician,< 1 years
8399,40-44,Woman,Turkey,Bachelor’s degree,DBA/Database Engineer,10-20 years
8400,25-29,Man,Other,Doctoral degree,Other,< 1 years
8401,18-21,Man,India,Master’s degree,Student,< 1 years
8402,25-29,Man,United Arab Emirates,Bachelor’s degree,Data Analyst,1-3 years
8403,55-59,Man,Other,Master’s degree,Program/Project Manager,20+ years
8404,18-21,Man,Australia,No formal education past high school,Data Analyst,< 1 years
8405,30-34,Man,Egypt,Bachelor’s degree,Data Scientist,I have never written code
8406,25-29,Man,India,Master’s degree,Statistician,1-3 years
8407,25-29,Man,South Africa,I prefer not to answer,Currently not employed,< 1 years
8408,25-29,Woman,United States of America,Doctoral degree,Student,< 1 years
8409,35-39,Man,China,Doctoral degree,Software Engineer,10-20 years
8410,18-21,Man,India,Bachelor’s degree,Student,< 1 years
8411,22-24,Man,India,Bachelor’s degree,Machine Learning Engineer,< 1 years
8412,50-54,Man,United States of America,Bachelor’s degree,Program/Project Manager,1-3 years
8413,18-21,Woman,India,Bachelor’s degree,Business Analyst,1-3 years
8414,18-21,Man,India,Master’s degree,Student,1-3 years
8415,25-29,Man,Spain,Master’s degree,Currently not employed,< 1 years
8416,25-29,Man,India,Bachelor’s degree,Student,1-3 years
8417,40-44,Man,United States of America,Doctoral degree,Statistician,10-20 years
8418,35-39,Man,Nigeria,Bachelor’s degree,Data Analyst,10-20 years
8419,40-44,Man,Turkey,Doctoral degree,Research Scientist,< 1 years
8420,55-59,Man,South Korea,Doctoral degree,Machine Learning Engineer,20+ years
8421,30-34,Prefer not to say,Other,Master’s degree,Statistician,< 1 years
8422,30-34,Man,United States of America,Doctoral degree,Research Scientist,10-20 years
8423,22-24,Man,China,Master’s degree,Student,< 1 years
8424,25-29,Man,Colombia,Bachelor’s degree,Data Scientist,1-3 years
8425,40-44,Man,Other,No formal education past high school,Data Analyst,< 1 years
8426,70+,Man,Canada,Doctoral degree,Research Scientist,20+ years
8427,60-69,Man,Japan,I prefer not to answer,Research Scientist,20+ years
8428,30-34,Man,Brazil,Bachelor’s degree,Software Engineer,3-5 years
8429,30-34,Woman,Nigeria,Master’s degree,Data Analyst,1-3 years
8430,30-34,Woman,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Other,I have never written code
8431,30-34,Man,Belgium,Master’s degree,Data Scientist,3-5 years
8432,30-34,Woman,India,Bachelor’s degree,Software Engineer,5-10 years
8433,22-24,Man,India,Bachelor’s degree,Currently not employed,1-3 years
8434,22-24,Man,India,Master’s degree,Student,< 1 years
8435,25-29,Man,United States of America,Master’s degree,Data Scientist,3-5 years
8436,22-24,Man,Japan,Master’s degree,Currently not employed,1-3 years
8437,18-21,Man,Viet Nam,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,< 1 years
8438,25-29,Man,Singapore,Master’s degree,Data Engineer,3-5 years
8439,25-29,Woman,Kenya,Bachelor’s degree,Data Analyst,I have never written code
8440,22-24,Man,India,Bachelor’s degree,Data Scientist,I have never written code
8441,40-44,Man,Canada,Doctoral degree,Data Scientist,10-20 years
8442,40-44,Man,Italy,Doctoral degree,Research Scientist,10-20 years
8443,18-21,Man,Switzerland,Some college/university study without earning a bachelor’s degree,Student,3-5 years
8444,30-34,Man,Nigeria,Bachelor’s degree,Statistician,< 1 years
8445,25-29,Man,Belgium,Master’s degree,Statistician,1-3 years
8446,30-34,Man,Indonesia,Bachelor’s degree,Other,< 1 years
8447,25-29,Woman,Germany,Master’s degree,Other,1-3 years
8448,35-39,Man,Turkey,Doctoral degree,Software Engineer,5-10 years
8449,35-39,Man,Russia,I prefer not to answer,Business Analyst,< 1 years
8450,18-21,Man,India,Professional doctorate,Software Engineer,1-3 years
8451,22-24,Man,Nepal,Bachelor’s degree,Data Analyst,1-3 years
8452,25-29,Woman,Turkey,Bachelor’s degree,Currently not employed,3-5 years
8453,25-29,Man,South Africa,Some college/university study without earning a bachelor’s degree,Data Engineer,3-5 years
8454,35-39,Man,United States of America,Master’s degree,Data Scientist,5-10 years
8455,18-21,Man,South Korea,Bachelor’s degree,Student,1-3 years
8456,25-29,Man,China,Doctoral degree,Student,3-5 years
8457,35-39,Man,Pakistan,Doctoral degree,Research Scientist,10-20 years
8458,40-44,Man,Brazil,Bachelor’s degree,Software Engineer,10-20 years
8459,60-69,Man,United States of America,Some college/university study without earning a bachelor’s degree,Business Analyst,I have never written code
8460,22-24,Man,India,Professional doctorate,Student,3-5 years
8461,22-24,Man,India,Bachelor’s degree,Currently not employed,1-3 years
8462,25-29,Man,Nigeria,Bachelor’s degree,Currently not employed,I have never written code
8463,50-54,Man,Portugal,Doctoral degree,Data Scientist,20+ years
8464,18-21,Man,India,Bachelor’s degree,Student,1-3 years
8465,40-44,Man,Italy,No formal education past high school,Other,10-20 years
8466,45-49,Man,Italy,Master’s degree,Program/Project Manager,20+ years
8467,25-29,Man,United States of America,Some college/university study without earning a bachelor’s degree,Student,3-5 years
